country,locality,yearCollected,eventID,principalInvestigator,samplingProtocol,sampleCollectionDeviceEvent,collectorList,continentOcean,municipality,county,dayCollected,locationID,locationRemarks,decimalLatitude,decimalLongitude,decimalLatitudeEnd,decimalLongitudeEnd,depthOfBottomInMeters,eventEnteredBy,habitat,environmentalMedium,horizontalDatum,island,islandGroup,waterBody,landowner,verbatimLocality,maximumDepthInMeters,maximumElevationInMeters,verbatimElevation,verbatimEventDate,coordinateUncertaintyInMeters,coordinatePrecision,georeferenceProtocol,microHabitat,minimumDepthInMeters,verbatimDepth,minimumElevationInMeters,monthCollected,permitInformation,eventRemarks,stateProvince,taxTeam,timeOfDay,verbatimLatitude,verbatimLongitude,fundingSource,fieldNotes,substratum,earliestEonOrLowestEonothem,latestEonOrHighestEonotheme,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,geologicalContextID,latestChronometricAge,latestChronometricAgeReferenceSystem,earliestChronometricAge,earliestChronometricAgeReferenceSystem,chronometricAgeID,chronometricAgeProtocol,chronometricAgeUncertaintyMethod,chronometricAgeUncertaintyInYears,verbatimChronometricAge,materialDated,uncalibratedChronometricAge,chronometricAgeDeterminedBy,lithostratigraphicTerms,group,formation,member,bed,culturalContext,culturalOccupationPeriod,culturalRegions,culturalAffiliations,waterTemperatureInDegreesCelsius,waterSurfaceTemperatureInDegreesCelsius,bcid,expeditionCode,projectId
Indonesia,"Nampale, Misool, Raja Ampat",2005,033c954ff6ff6b24c34e5ac0a9e892e3,P. H. Barber,,,,,,,,,,-1.812632,129.67013,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ2033c954ff6ff6b24c34e5ac0a9e892e3,ctPIRE-Ccun-mtDNA,453
Papua New Guinea,Bootless Bay,2011,036eeedcb99884cc68f39333ae857453,Cynthia Riginos,gonad tissue,,Keyse,,,,14,,,-9.53,147.2826333,,,,,,,,,,,,,2,,,,,,"""Google Earth, not 100% sure of reef patch location""",,2,,,11,research visa no. 10350008304; Dept Env & Conservation/Nat Research Institute,,Central Province,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BWm2036eeedcb99884cc68f39333ae857453,trigra_CO1_ll,1
Indonesia,"""Alam Kotok, Pulau Seribu""",Unknown,038540e3b73452645f83a85c1d4d4176,Paul Barber,"""Obstruct operculum from closing, place in 95% EtOH""",,Eric Crandall,,,,,,,-5.69965,106.5381167,,,,,Intertidal,,,Alam Kotok,,,,,1,4,,,500,,GPS,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2057,,,,,,,DEB-0508788; DEB-0338566; OCE 0349177; IBN-0416713; OCE-06_23699; Lerner-Grey Fund; Conchologists of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BRd2038540e3b73452645f83a85c1d4d4176,nerpli_CO1_EC,1
Spain,Costa Calida,2018,038d058e86f4419dc69a3298ae82b830,Pierre-Alexandre GAGNAIRE,Fishmarket,,Gagnaire|Barry,West Mediterranean Sea,Cartagena,,6,Mu,La Lonja del Pescado,37.59846,-0.97618,,,,PAG,marine pelagic biome,,,,,,,,,,,,100000,,,NA,,,,11,NA,,,,,,,ANR-17-CE02-0006-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dhs2038d058e86f4419dc69a3298ae82b830,CoGeDiv_Genetic_Diversity_Barry_et_al_2021,357
Indonesia,Manado - Murex House Reef,Unknown,03c5ab5de7dbc2ae63921c64e4ba1420,Paul Barber,"""Obstruct operculum from closing, place in 95% EtOH""",,Eric Crandall,,,,,,,1.4572,124.76225,,,,,Intertidal,,,Sulawesi,,,,,1,4,,,500,,GPS,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2090,,,,,,,DEB-0508788; DEB-0338566; OCE 0349177; IBN-0416713; OCE-06_23699; Lerner-Grey Fund; Conchologists of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BRd203c5ab5de7dbc2ae63921c64e4ba1420,nerpli_CO1_EC,1
East Timor,Lautem,2011,03c943030c7aa6b26a4d56b6d535fee5,Cynthia Riginos,tissue sample,,Liggins,,,,25,,,-8.41,127.32,,,,,,,,,,,,,4,,,,,,"""Google Earth, rough area, not 100% sure of reef location""",,4,,,7,"""Ministufffdrio da Aquicultura e Pescas, Direcufffdufffdo Nacional de Pescas e Aquicultura (authorised by A Fernandes, L Fontes, J Freitas; guia de marssa: 502/DNPA/VIII/10 and 452/DNPA/VII/11). Export of samples was authorised by the Departmento de Quarentena das Pescas (export permit: 162/FQ006/EXP./DNQB/VII/2011)""",,Timor Leste,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJy203c943030c7aa6b26a4d56b6d535fee5,dastri_CR_ll,1
Indonesia,"Medan Fish Market, Medan, Sumatra",2006,03ca8bb9f57a949514e4ec3ef78b5e8f,P. H. Barber,,,,,,,18,,,4.000255,98.831527,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ203ca8bb9f57a949514e4ec3ef78b5e8f,ctPIRE-Ccun-mtDNA,453
Indonesia,Tidore,2005,03cc80ee6b47fd17204f654a739f14f3,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,27,,,0.753450028,127.40935,,,,,,,,Halmahera,,,,,20,,,,500,,GPS,,0,,,5,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd203cc80ee6b47fd17204f654a739f14f3,linlae_COI_EC,1
Indonesia,"Bitung Fish Market, Manado",2005,03d285f77154dff9f1f57019e1f2282a,P. H. Barber,,,,,,,,,,1.380464,125.169923,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ203d285f77154dff9f1f57019e1f2282a,ctPIRE-Ccun-mtDNA,453
Indonesia,Kri,2005,03efb75b3410a8956e4153dab742ee40,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,15,,,-0.5564,130.6780167,,,,,,,,Kri,Raja_Ampat,,,,20,,,,500,,GPS,,0,,,1,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0339102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd203efb75b3410a8956e4153dab742ee40,linlae_COI_EC,1
Australia,Point Cartwright,2016,03f5bf95da9ffd8d665a4bd778a502c6,Cynthia Riginos,hand nets,,,,,,12,,,-26.678996,153.136579,,,,,,,,,,,,,,,,,0,,Google Maps,,,,,3,#150981 - QLD General Fisheries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DLa203f5bf95da9ffd8d665a4bd778a502c6,Thia_2019_Bathygobius_cocosensis_pool_ezRAD,201
Portugal,Algarve,2018,0401db202eacb6bd4cbe0f76dadfa20a,Pierre-Alexandre GAGNAIRE,Fishmarket,,Gagnaire|Barry|Schlichta,North-East Atlantic Ocean,Olhao,,16,Fa,Mercado do Peixe,37.02364,-7.84163,,,,PAG,marine reef biome,,,,,,,,,,,,50000,,,NA,,,,10,NA,,,,,,,ANR-17-CE02-0006-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dhs20401db202eacb6bd4cbe0f76dadfa20a,CoGeDiv_Genetic_Diversity_Barry_et_al_2021,357
Australia,Moreton Bay,Unknown,04067e2954900699e648b7c5fad0f497,Cynthia Riginos,,,Liggins,,,,,,,-27.19234,153.253332,,,,,,,,,,,,,,,,,,,"""Google Earth, can't be 100% sure of reef location""",,,,,,""" QLD Fisheries: 118636, 150981 """,,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BTK204067e2954900699e648b7c5fad0f497,pomcoe_CR_ll,1
East Timor,Dili,2011,04094d73627a51e03e686278d305d28f,Cynthia Riginos,whole specimen,,Liggins,,,,21,,,-8.553838333,125.5049983,,,,,,,,,,,,,4,,,,,,Handheld GPS,,4,,,7,"""Ministufffdrio da Aquicultura e Pescas, Direcufffdufffdo Nacional de Pescas e Aquicultura (authorised by A Fernandes, L Fontes, J Freitas; guia de marssa: 502/DNPA/VIII/10 and 452/DNPA/VII/11). Export of samples was authorised by the Departmento de Quarentena das Pescas (export permit: 162/FQ006/EXP./DNQB/VII/2011)""",photo,Timor Leste,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BSg204094d73627a51e03e686278d305d28f,pomcoe_CO1_ll,1
East Timor,Dili,2011,04094d73627a51e03e686278d305d28f,Cynthia Riginos,whole specimen,,Liggins,,,,21,,,-8.553838333,125.5049983,,,,,,,,,,,,,4,,,,,,Handheld GPS,,4,,,7,"""Ministufffdrio da Aquicultura e Pescas, Direcufffdufffdo Nacional de Pescas e Aquicultura (authorised by A Fernandes, L Fontes, J Freitas; guia de marssa: 502/DNPA/VIII/10 and 452/DNPA/VII/11). Export of samples was authorised by the Departmento de Quarentena das Pescas (export permit: 162/FQ006/EXP./DNQB/VII/2011)""",photo,Timor Leste,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BTK204094d73627a51e03e686278d305d28f,pomcoe_CR_ll,1
Indonesia,"""Sebayur Island, Flores""",2005,040a3972507bb2df5885d0c0a08d341f,Paul Barber,small clip of mantle taken with scissors,,,,,,18,,,-8.507283136,119.71115,,,,,Coral Reef,,,,,,,,,,,,500,,GPS,,,,,7,LIPI 1187/SU/KS/2006 and 04239/SU.3/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BXE2040a3972507bb2df5885d0c0a08d341f,trispp_COI_all,1
Indonesia,Derawan,1998,04148a4aea3bcb00d30bb6ce29bd7960,Paul Barber,,,,,,,,,,2.2845,118.240747,,,,,,,,Derawan,,,,,,,,,2000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2126,,East Kalimantan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVE204148a4aea3bcb00d30bb6ce29bd7960,Sialae_COI_PB,1
Indonesia,Wayag,2006,04208ca2a4a13c7702fe1b910d42eb80,Paul Barber,,,,,,,,,,0.164229,130.037189,,,,,,,,Pulau Wayag (Wajag),,,,,,,,,6000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2100,,West Papua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNg204208ca2a4a13c7702fe1b910d42eb80,Hopsai_COI_PB,1
Indonesia,Nudi Retreat,2005,04266fb34eac244cf778979597731fb5,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,7,,,1.483349929,125.2401333,,,,,,,,Sulawesi,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd204266fb34eac244cf778979597731fb5,linlae_COI_EC,1
Indonesia,Murex Resort,2005,043249ce81658259be12ff9bbdcbf2ea,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,4,,,1.4572,124.76225,,,,,,,,Sulawesi,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd2043249ce81658259be12ff9bbdcbf2ea,linlae_COI_EC,1
Indonesia,Sorong,2004,0443032d596b0721fb5367cd3d2f2457,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,,,,-0.835583333,130.9654,,,,,,,,Papua,,,,,20,,,,10000,,Google Earth,,0,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0339124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd20443032d596b0721fb5367cd3d2f2457,linlae_COI_EC,1
Indonesia,Station 8,1999,0443090c74ca8817c93059bc97e5a465,Paul Barber,,,,,,,,,,-1.225896,129.752309,,,,,,,,Kofiau,,,,,,,,,30000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2187,,West Papua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVE20443090c74ca8817c93059bc97e5a465,Sialae_COI_PB,1
New Zealand,Kermadec Islands,2011,0454972df7b2e09d159b8ef4143f9651,Cynthia Riginos,tissue sample,,"""Auckland Museum Expedition (Tom Trnski, Clinton Duffy)""",,,,20,,,-29.25,-177.88,,,,,,,,,,,,,30,,,,,,Google Earth,,6,,,5,"""Auckland Museum permit, permit authority: Dr. Tom Trnski; Department of Conservation, New Zealand""",,North East,,,,,"""ARC_DP0878306, Auckland Museum, Pew Environment Group""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BEE20454972df7b2e09d159b8ef4143f9651,acapla_CO1_all,1
Indonesia,"""Gangga, Sulawesi""",2004,045657c00f8211e9c5e19a865710c0ec,Paul Barber,"""Picked off of host, whole animal preserved in 95% etoh""",,Eric Crandall,,,,3,,,1.782036111,125.0280139,,,,,Coral Reef,,,,,,,,20,,,,3000,,Google Earth,,0,,,1,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BWH2045657c00f8211e9c5e19a865710c0ec,thycry_CO1_EC,1
Indonesia,Sebesi,2005,0487f784041122822072c3e732e1fcea,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,26,,,-5.930033331,105.51545,,,,,,,,Sebesi,Krakatau,,,,20,,,,500,,GPS,,0,,,3,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd20487f784041122822072c3e732e1fcea,linlae_COI_EC,1
Marshall Islands,Majuro,2008,0489d200d3cd7edd31e3e002c9cbec7a,Luiz Rocha,,,,,,,,,,7.098,171.378,,,,,marine coral reef biome,,,Majuro,,,,,,,,,,,Google Earth,,,,,8,Bowen permit archive,,NA,,,,,"National Science Foundation OIA0554657, OCE-0453167, and OCE-0623729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BYH20489d200d3cd7edd31e3e002c9cbec7a,Acanthurus_olivaceus_MGaither,1
Marshall Islands,Majuro,2008,0489d200d3cd7edd31e3e002c9cbec7a,Luiz Rocha,,,,,,,,,,7.098,171.378,,,,,marine coral reef biome,,,Majuro,,,,,,,,,,,Google Earth,,,,,8,Bowen permit archive,,NA,,,,,"National Science Foundation OIA0554657, OCE-0453167, and OCE-0623729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BYL20489d200d3cd7edd31e3e002c9cbec7a,Acanthurus_olivaceus_Michelle_Gaither,1
Portugal,Algarve,2018,04d82271e3722afb71908a9dc5b716df,Pierre-Alexandre GAGNAIRE,Fishing net,,Pilo,North-East Atlantic Ocean,Quarteira,,16,Fa,Collected by IPMA,37.06871,-8.10937,,,,PAG,marine reef biome,,,,,,,,,,,,10000,,,NA,,,,10,NA,,,,,,,ANR-17-CE02-0006-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dhs204d82271e3722afb71908a9dc5b716df,CoGeDiv_Genetic_Diversity_Barry_et_al_2021,357
Indonesia,Gili Trawangan,2006,04ebf7d9bd219d3739fc9aea6b4be1d6,Paul Barber,,,,,,,,,,-8.357883,116.041636,,,,,,,,Gili Trawangan,,,,,,,,,2000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2097,,West Nusa Tenggara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNg204ebf7d9bd219d3739fc9aea6b4be1d6,Hopsai_COI_PB,1
Indonesia,Derawan,1998,04f7ce950a385aad37baa5c99ddaca12,Paul Barber,,,,,,,,,,2.2845,118.240747,,,,,,,,Derawan,,,,,,,,,2000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2127,,East Kalimantan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVE204f7ce950a385aad37baa5c99ddaca12,Sialae_COI_PB,1
Indonesia,Tanjung Pisok,2005,052cecfbff52d4483d0b61335b1ed2ba,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,5,,,1.573816667,124.8028333,,,,,,,,Sulawesi,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd2052cecfbff52d4483d0b61335b1ed2ba,linlae_COI_EC,1
Indonesia,Malalayan,2010,0533b71180216cfc1e1e51d4ff30d16f,Kazuo Nadaoka,tube feet wre taken with tweezers,,Coralie Taquet,,,,,,,1.70405,124.8548889,,,,,Coral Reef,,,,,,,,,,,,5000,,Google Maps,,,,,2,AllPermitInfoAvailable in working files Coralie TAQUET-folderInNadaokaLab,,,,,,,"the Global Environment Research Fund (D-0802) of the Ministry of the Environment, Grant-in-Aid-for Research Fellows (No. 2002526) of JSPS (The Japan Society for the Promotion of Science)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJN20533b71180216cfc1e1e51d4ff30d16f,culnov_CO1_ec,1
Saudi Arabia,Yanbu,2014,053ac096931308e06018089712980c9a,Michael Berumen,,,,,,,,,,23.77253333,38.27611667,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BER2053ac096931308e06018089712980c9a,acasoh_CO1_JD,1
Indonesia,Jefman Island,2005,054ff22f2fc1a0f6dccc404ab6fb1b5d,Paul Barber,,,,,,,,,,-0.923119,131.123333,,,,,,,,Jefman (Yef Man) Island,,,,,,,,,2000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2042,,West Papua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNg2054ff22f2fc1a0f6dccc404ab6fb1b5d,Hopsai_COI_PB,1
Indonesia,Adoki,2005,055c75bb5fcf2629cecdac24e64be817,Paul Barber,,,,,,,,,,-1.14217,135.994667,,,,,,,,Pulau Biak,,,,,,,,,2000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2035,,Papua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVE2055c75bb5fcf2629cecdac24e64be817,Sialae_COI_PB,1
USA,Eastern Tropical Pacific,1993,056e81751f964cef6dbc5b67f4357e94,Kimberly Andrews,,,,,,,,,,11.45,-128,,,,,,,,,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVj2056e81751f964cef6dbc5b67f4357e94,stelon_CR_ka,1
Indonesia,Indonesia,2008,0573b4c27137a99da8669af20f80ddd2,Kimberly Andrews,,,,,,,,,,2.267,118.3,,,,,,,,,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVj20573b4c27137a99da8669af20f80ddd2,stelon_CR_ka,1
Indonesia,Indonesia,2008,0573b4c27137a99da8669af20f80ddd2,Kimberly Andrews,,,,,,,,,,2.267,118.3,,,,,,,,,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVp20573b4c27137a99da8669af20f80ddd2,stelon_CyB_ka,1
Indonesia,Kararorika,2005,05928b8b1a0ffb7542937bf9ef98a5ab,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,28,,,2.103916675,127.7863833,,,,,,,,Halmahera,,,,,20,,,,500,,GPS,,0,,,5,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd205928b8b1a0ffb7542937bf9ef98a5ab,linlae_COI_EC,1
Indonesia,"Alyui Bay, Raja Ampat",2005,05a4b85ce66f51bf8d74b940f162bea2,Paul Barber,"Picked off of host, whole animal preserved in 95% etoh",,Eric Crandall,,,,5,,,-0.174566667,130.2475667,,,,,,,,,,,,,20,,,,500,,GPS,,0,,,7,LIPI 1187/SU/KS/2006 and 04239/SU.3/,,,,,,,"""NSF OCE-0349177; NSF DEB-0338566""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BSN205a4b85ce66f51bf8d74b940f162bea2,persor_CO1_EC,1
Indonesia,Anyer Fish Market,Unknown,05c33327678caccb082fd29f55c19bab,Paul Barber,,,,,,,,,,-6.084669,105.883999,,,,,Coral Reef,,,,,,,,20,,,,50000,,Google Maps,,0,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BFa205c33327678caccb082fd29f55c19bab,caecun_CR_PB,1
,"""Coconut Island, Oahu, Hawaii""",2005,05d2c88a52caf517247b6fc9357f5a0d,Brian Bowen,,,,,,,,,,21.433941,-157.788042,,,,,,,,,,,,,,,,,1000,,Based on locality name search in Google Maps,,,,,,HIMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVR205d2c88a52caf517247b6fc9357f5a0d,Sphbar_CyB_TDE,1
Indonesia,Tanjung Jerewai,2005,05da2e360ba608bf58a9ef1c56ca6172,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,30,,,1.520216667,128.7004,,,,,,,,Halmahera,,,,,20,,,,500,,GPS,,0,,,5,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd205da2e360ba608bf58a9ef1c56ca6172,linlae_COI_EC,1
Fiji,"""Naselesele, Taveuni, Fiji""",2006,0608048953eb987041061b5563e49e99,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Joshua Drew,,,,,,,-16.69273611,-179.8609139,,,,,,,,Taveuni,,,,,20,,,,5000,,Google Earth,,0,,,,"""Permit to EC and JD from Ministry of Fisheries and Forests, Export permit Permit C300/3019""",,,,,,,NSF OCE-0349177; NSF DEB-0338619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd20608048953eb987041061b5563e49e99,linlae_COI_EC,1
Indonesia,Anak Krakatau,2005,060d8080bd82fe0eeedbc37bc53584a1,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,24,,,-6.090416667,105.41825,,,,,,,,Anak Krakatau,Krakatau,,,,20,,,,500,,GPS,,0,,,3,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd2060d8080bd82fe0eeedbc37bc53584a1,linlae_COI_EC,1
Indonesia,West Tip of Serui,2005,0621d82ca430e65c3fa2df6516728efc,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,6,,,-1.905283366,136.2275333,,,,,,,,Yapen,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd20621d82ca430e65c3fa2df6516728efc,linlae_COI_EC,1
Indonesia,Tanjung Pisok,1999,064f9d98d82323aee51ea693399418f5,Paul Barber,,,,,,,,,,1.567966,124.803276,,,,,,,,Sulawesi,,,,,,,,,500,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2101,,North Sulawesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BMj2064f9d98d82323aee51ea693399418f5,hapham_COI_PB,1
